card_name,card_description,card_price,link_to_card
Шампунь интенсивный увлажняющий для нормальных и поврежденных волос / MACADAMIA 250 мл,"Нежный увлажняющий шампунь глубокого действия для обезвоженных, окрашенных, поврежденных и ломких волос. Инновационная формула шампуня – настоящий нектар для испытывающих жажду волос. Великолепно очищает волосы, делая их мягкими и блестящими благодаря наличию в составе масла макадамии. Шампунь...",620,https://www.proficosmetics.ru/catalog/451824/
Шампунь для волос / CYPRESS 240 мл,"Чувствительность кожи головы и сухая перхоть может долго отравлять лучшие мгновения жизни, если ничего с этим не делать. Маленькая неприятность, казалось бы, незначительная помеха, но так раздражает! Избавить одежду от «снега», а себя — от зуда поможет...",2485,https://www.proficosmetics.ru/catalog/56001/
Шампунь для волос / COOL ORANGE Hair Soap Ultra Cool 200 мл,"Очень жирная кожа головы остро нуждается в лечении и активном питании. Излишки кожного сала закупоривают сальные протоки, вызывая воспаления фолликул, что приводит к выпадению волос. Волосяные луковицы, не получающие должного питания, перестают функционировать, и рост волос...",2425,https://www.proficosmetics.ru/catalog/57190/
Шампунь для окрашенных волос / Curex Color Save 300 мл,"Содержит кератиновый комплекс для восстановления окрашенных, поврежденных волос и волос после химической завивки. Закрепление цвета. Восстановление структуры. Мягкое очищение. Активный ингредиент: кератиновый комплекс. Способ применения: нанести на влажные волосы, вспенить. Тщательно...",385,https://www.proficosmetics.ru/catalog/47105/
Шампунь для очень поврежденных волос / ABSOLUT REPAIR 750 мл,"Абсолютный бестселлер в уходе за поврежденными волосами — шампунь Absolut Repair. Он мягко очищает поврежденные волосы, не пересушивая их в процессе мытья. Шампунь абсолютно не утяжеляет волосы, делает их более эластичными, придает блеск и обладает...",2225,https://www.proficosmetics.ru/catalog/3095490/
Шампунь для волос и тела / GENWOOD Forest 250 мл,"Необузданная энергия леса - в твоей крови. В тебе, как в непроходимой тайге, скрыта бесконечная сила. Ощутить внутри энергию природы. Выпустить её. Запах сосновой смолы, мощь чёрной ели, чувство безграничности. Твой личный лес. Эффективное очищение волос, кожи головы и тела, увлажнение, сохранение...",695,https://www.proficosmetics.ru/catalog/1331297/
Шампунь для волос / JOJOBA 1000 мл,"Сухим, поврежденным химзавивкой и нарощенным волосам в особенности требуется деликатный уход. Шампунь «Jojoba» без труда справится с этой задачей. Он окружит волосы и кожу головы нежной защитой. Увлажнение кожи и «связывание» влаги внутри волоса обеспечит питательное...",6060,https://www.proficosmetics.ru/catalog/77162/
Шампунь серный против выпадения / POLZA Sulfur Anti Hair Loss Shampoo 150 мл,"Стимулирующий рост Серный шампунь Sulfur Anti Hair Loss Shampoo содержит активатор роста, укрепляет структуру волос, сокращает выпадение и ломкость волос. Экстракты Лопуха и Крапивы - это ""скорая помощь"" для ослабленных и стремительно редеющих прядей, интенсивно питают и укрепляют корни....",308,https://www.proficosmetics.ru/catalog/3058055/
Шампунь для восстановления волос / Salon Total Nutri Keratin shampoo 2021 1000 мл,"Профессиональный шампунь на основе комплекса Nutri Keratin с насыщенным составом предназначен для восстановления и предназначен для восстановления и интенсивного ухода за ломкими, секущимися и хрупкими волосами. Он деликатно очищает, бережно заботясь о поврежденных волосах, не пересушивая их....",670,https://www.proficosmetics.ru/catalog/3102240/
Шампунь против выпадения / Energy 1000 мл,"ЭНЕРГЕТИЧЕСКИЙ ШАМПУНЬ ДЛЯ СЛАБЫХ И ТОНКИХ ВОЛОС. Формула с экстрактом жгучего перца и олигоэлементов очищает и придает жизненную силу волосяному фолликулу, оказывает тонизирующее действие. Способ применения: нанести на мокрые волосы, помассировать и смыть водой.",2015,https://www.proficosmetics.ru/catalog/88706/
Шампунь-скраб для мягкого и тщательного очищения / DELIKATE 400 мл,"Скраб-шампунь DELIKATE обеспечивает мягкое, но тщательное очищение кожи головы. Особо деликатная формула осуществляет легкий пилинг, удаляя верхний ороговевший слой кожи деликатно растворяя его. Таким образом запускается процесс обновления и регенерации клеток кожи и ее общее оздоровление,...",520,https://www.proficosmetics.ru/catalog/1013758/
Шампунь для вьющихся волос / Aloe Vera with Agave Nectar 710 мл,"Мягкий шампунь деликатно очищает кожу головы и волосы от загрязнений, не удаляя естественную защиту. Благодаря Алоэ вера, нектару Агавы и формуле Super Hydration, увлажняет, успокаивает и питает, повышает эластичность, структурирует завиток.",3248,https://www.proficosmetics.ru/catalog/3070715/
Шампунь Усиленный объем 946 мл,"Мягко очищает волосы, придавая объем каждой пряди. Волосы становятся чистыми, живыми и сияющими. Активные ингредиенты: Гидролизованный шёлк, керамика chi44, пантенол, гераниол, экстракт розмарина",3591,https://www.proficosmetics.ru/catalog/106827/
Шампунь разглаживающий для вьющихся и непослушных волос / BIO FLOWER 1000 мл,"Шампунь обладает разглаживающим и смягчающим эффектом, богат алоэ и кератином. Дисциплинирует кудрявые и волнистые волосы, делая их мягкими и шелковистыми, облегчает расчёсывание. Дарит волосам блеск и жизненную силу. Состав шампуня на основе цветочных экстрактов цветов василька и очанки делает его...",565,https://www.proficosmetics.ru/catalog/160810/
Шампунь для ежедневного применения с коноплей и зеленой икрой / JOC CARE DAILY DEFENCE 250 мл,"Шампунь для ежедневного применения с коноплей и зеленой икрой JOC CARE DAILY DEFENCE идеально подходит для всех типов волос, деликатно очищает, укрепляет волосы и защищает их от повреждений и от негативного воздействия внешних факторов. Идеально подходит для ежедневного применения. Blue Light...",1000,https://www.proficosmetics.ru/catalog/3055217/
Шампунь для объема / Salon Total Volume Up Shampoo 2021 1000 мл,"Профессиональный шампунь для объема - эффективный шампунь с натуральным комплексом для создания объема прекрасно промывает волосы любого типа. Быстро и легко преобразуется в легкую воздушную пену, отлично очищает волосы и кожу головы, избавляет ее от остатков липидов и косметических средств....",650,https://www.proficosmetics.ru/catalog/3102244/
Шампунь укрепляющий против ломкости волос / INFORCER 1500 мл,"Наши волосы ежедневно подвергаются негативному внешнему воздействию — брашинг, тугие резинки, воздействие высоких температур. Все это ослабляет волосы, делая их тонкими, сухими, снижает их плотность. Шампунь Inforcer мягко очищает хрупкие путающиеся волосы, придает блеск,...",2710,https://www.proficosmetics.ru/catalog/120576/
Шампунь с хитозаном и пантенолом для объема тонких и безжизненных волос / SHAMPOO VOLUME & TEXTURE CHITOSAN & PANTHENOL 250 мл,"Шампунь с хитозаном и пантенолом обеспечивает непревзойденный объем для тонких и безжизненных волос, придает текстуру и подвижность формы. Благодаря восстанавливающим свойствам уникального компонента - хитозана, происходит глубокое интенсивное увлажнение волос на структурном уровне....",535,https://www.proficosmetics.ru/catalog/1504435/
Шампунь бессульфатный увлажняющий для всех типов волос / ORGANIC BALANCE SHAMPOO 300 мл,"Шампунь ORGANIC BALANCE рекомендован для всех типов волос, подходит для частого применения, обеспечивает увлажнение и мягкий уход, в том числе и для кожи головы. Благодаря антиоксидантным свойствам способствует сохранению цвета окрашенных или натуральных волос. Обогащен водой морского происхождения...",1420,https://www.proficosmetics.ru/catalog/1298314/
Шампунь для придания объема сухих и поврежденных волос / Curex Volume 300 мл,"Содержит провитамин В5 и хитозан, восстанавливает гидробаланс сухих и ломких волос. Придание объема. Восстановление структуры и увлажнение. Бережное очищение. Активные ингредиенты: Провитамин В5, хитозан. Способ применения: Нанести на влажные волосы, вспенить. Тщательно смыть.",385,https://www.proficosmetics.ru/catalog/47107/
Шампунь мужской для волос и тела / Man.Code 285 мл,"Шампунь мужской для волос и тела Man.Code - многофункциональный продукт, разработанный специально для мужчин. pH-сбалансированная формула мягко, но эффективно очищает и увлажняет волосы и кожу тела. Пшеничный протеин оказывает ухаживающий эффект. Яркая кофейная отдушка дарит чувство бодрости.",330,https://www.proficosmetics.ru/catalog/2736840/
Шампунь увлажняющий / Joc Care RE-HYDRA 100 мл,"Увлажняет и укрепляет сухие и обезвоженные волосы, делая их мягкими и блестящими. Питает и разглаживает волосы, реминерализирует и защищает их от негативного воздействия факторов внешней среды. Blue Light Shield защищает волосы от повреждений, вызванных HEV-излучением (синий свет) электронных...",670,https://www.proficosmetics.ru/catalog/3106040/
"Шампунь для ревитализации хрупких волос, склонных к выпадению / ONCARE SCALP 200 мл","Мягко очищает, придавая коже головы ощущение энергии, бодрости и комфорта. Обладает ревитализирующим эффектом. Без SLES и SLS.",1330,https://www.proficosmetics.ru/catalog/3112956/
Шампунь увлажняющий с пчелиным маточным молочком для окрашенных волос / ROYAL JELLY SHAMPOO 250 мл,"Шампунь Nirvel Royal Jelly Shampoo для окрашенных, сухих и поврежденных волос содержит пчелиное маточное молочко. Этот активный компонент увеличивает выработку мелатонина, предупреждает появление ранней седины, стимулирует выработку кератина, строительного материала волос, благодаря которому волосы...",535,https://www.proficosmetics.ru/catalog/1504423/
Шампунь антижелтый для волос / BLONDE ELEVATION SHAMPOO 100 мл,"Шампунь антижелтый для чистого и абсолютно безупречного блонда. Обеспечивает тонирование нежелательной желтизны, подчеркивает естественность седых волос, придет плотность осветленным, обесцвеченным волосам. Антижелтый шампунь, формула которого основана на экстракте винограда и фиолетовом пигменте,...",435,https://www.proficosmetics.ru/catalog/3108007/
Шампунь для стабилизации цвета / ONCARE COLOR BLOCK 1000 мл,"Специально очищает, увлажняет волосы. Рекомендуется для стабилизации косметического цвета и предотвращения вымывания цвета, сохраняя яркость цвета с течением времени. Дисциплинирует волосы, придает им яркость и здоровый внешний вид.",3365,https://www.proficosmetics.ru/catalog/3109323/
Шампунь для укрепления и роста волос / SOIN LAVANT BOOSTER 200 мл,"Шампунь для укрепления и роста волос для всех типов волос. Не содержит силиконов и сульфатов. Идеально подходит для тонких волос, лишенных густоты, очищающий уход предотвращает выпадение волос сразу после мытья. Он мягко очищает, а его формула на 88% натурального происхождения стимулирует рост...",2315,https://www.proficosmetics.ru/catalog/3116004/
Шампунь восстанавливающий для волос и кожи головы / Viege Shampoo 240 мл,"Шампунь готовит волосы и кожу головы к лучшему проникновению компонентов из следующих препаратов. Содержит ПАВ последнего поколения. Деликатно очищает, увлажняет и восстанавливает кожу головы и волосы. Придает волосам форму, облегчает укладку, способствует сохранению цвета...",3100,https://www.proficosmetics.ru/catalog/131794/
Шампунь увлажняющий с защитой цвета волос / Moisturizing Shampoo Color Protection 300 мл,"Шампунь увлажняет и смягчает волосы, мягко очищает и сохраняет их природные свойства. Создавая щит для каждой пряди, кератин восстанавливает волос изнутри, поддерживает и укрепляет, придает блеск и мягкость после каждого мытья. Не содержит сульфаты и парабены. Не вымывает кератин из волос....",1790,https://www.proficosmetics.ru/catalog/130388/
Шампунь для окрашенных и тонированных волос / Keep My Color 1000 мл,"Шампунь для окрашенных и тонированных волос Keep My Color - сверхмягкая формула бережно очищает кожу головы и волосы, стабилизируя пигмент цвета. Защищает от воздействия УФ - излучения и свободных радикалов. Органический экстракт арктической малины – природный антиоксидант, защищает от негативного...",1230,https://www.proficosmetics.ru/catalog/3074065/
"Шампунь биоботанический против выпадения и для стимуляции волос / SYSTEM 4, 75 мл","Шампунь против выпадения волос обладает лечебно-терапевтическим действием, оздоравливает и очищает кожу головы, улучшает микроциркуляцию. Состав из лекарственных растений, таких как экстракт конского каштана, настурция большая, листья березы, алое, репейник, полевой хвощ, крапива,...",1400,https://www.proficosmetics.ru/catalog/3105930/
Шампунь для придания объема волосам / BODY MAKER SHAMPOO 300 мл,"Шампунь мягко очищает, наполняет и укрепляет структуру тонких волос изнутри. Создает эффект естественной толщины, легкости и объема, не утяжеляя. Повышает устойчивость волос к ломкости, придает блеск. Не содержит парабены, минеральные масла, красители и ингредиенты животного происхождения....",1305,https://www.proficosmetics.ru/catalog/1298331/
Шампунь разглаживающий для вьющихся непослушных волоc / Smooth shampoo 300 мл,"Мягкий шампунь эффективно очищает и увлажняет сухие непослушные волосы. Входящее в состав масло авокадо питает и обеспечивает мощный антистатическийи разглаживающий эффект. Жёсткие, непослушные и вьющиеся волосы становятся более мягкими и гладкими.",701,https://www.proficosmetics.ru/catalog/3097365/
Шампунь укрепляющий для светлых и обесцвеченных волос / Enrgizing shampoo for blond and bleached hair 300 мл,Мягкий шампунь создан для бережного очищения и ухода за волосами и кожей головы. Богатая формула с комплексом протеинов способствует укреплению поверхности волоса и обеспечивает необходимое увлажнение.,701,https://www.proficosmetics.ru/catalog/3097386/
Шампунь-активатор стимулирующий рост волос / OTIUM Unique 250 мл,"Estel Otium Unique Шампунь-активатор, стимулирующий рост волос с комплексом Unique Active, протеинами молока и лактозой обеспечивает активную терапию кожи головы, воздействует на волосяную луковицу, ускоряя процесс роста волос и увеличивая их плотность. Защищает волосы от выпадения, восстанавливает...",670,https://www.proficosmetics.ru/catalog/47883/
"Шампунь стимулирующий для роста волос, для мужчин / Shampoo Hair Growth Stimulating PREMIER FOR MEN 250 мл","Шампунь стимулирующий для роста волос, для мужчин Shampoo Hair Growth Stimulating PREMIER FOR MEN - специальный шампунь для частого применения. Предотвращает выпадение волос и стимулирует их рост. Содержит специальные ухаживающие липиды, мягкий охлаждающий компонент. Обладает освежающим эффектом....",510,https://www.proficosmetics.ru/catalog/78924/
Шампунь объём для всех типов волос / Volumizing shampoo 300 мл,"Входящий в состав высокоэффективный энергетический комплекс придаёт волосам дополнительный естественный объём от корней до самых кончиков. Благодаря тающей текстуре шампуня волосы становятся лёгкими, приобретают здоровый блеск, а также надолго сохраняют свежесть и приятный...",701,https://www.proficosmetics.ru/catalog/3097395/
Шампунь увлажнение и питание / Curex Classic 300 мл,"Содержит хитозан, который увлажняет волосы и предохраняет их от потери влаги. Питающий провитамин В5 укрепляет волосы, придает им эластичность и здоровый блеск. Здоровые и крепкие волосы. Питание и увлажнение. Мягкое очищение.  Активные ингредиенты: Хитозан, провитамин В5.  Способ...",385,https://www.proficosmetics.ru/catalog/47097/
Шампунь для придания объема / Caring Line Volume up 1000 мл,"Шампунь для придания объема прекрасно подходит для тонких и повреждённых волос, обеспечивая дополнительную пышность в укладке и максимально возможный объём, позитивно действует на кожу головы. Мягко очищает волосы благодаря моющим компонентам растительного происхождения, поддерживает гидролипидный...",765,https://www.proficosmetics.ru/catalog/1929805/
Шампунь разглаживающий / LEBEL ONE SHAMPOO SLEEK 240 мл,"Шампунь для деликатного очищения кожи головы и ухода за внутренней структурой волос. Сохраняет здоровье и увлажненность кожи головы и волос, увлажняет кожу рук. Придает гладкость, сияние, послушность пористым, жёстким, вьющимся волосам. Новый функциональный состав стимулирует клетки кожи к...",4590,https://www.proficosmetics.ru/catalog/3104592/
Шампунь увлажняющий для сухих волос / ONCARE DAILY 275 мл,"Максимально бережно очищает волосы, увлажняя их и восстанавливая их физиологический гидролипидный баланс. Придает волосам пышность, мягкость и жизненную силу.",1650,https://www.proficosmetics.ru/catalog/3109317/
Шампунь на основе черного риса / MEGAPOLIS 400 мл,"Шампунь для ежедневного ухода и восстановления сухих, тусклых и обезвоженных волос. Увлажняет волосы, обеспечивает их гладкость и эластичность, создает блеск. Антиоксидантные свойства. Защита от УФ-лучей. Активные ингредиенты: экстракт черного риса, церамиды, серицин, D-пантенол, налидон. Способ...",965,https://www.proficosmetics.ru/catalog/78956/
Шампунь для очень поврежденных волос / ABSOLUT REPAIR 300 мл,"Абсолютный бестселлер в уходе за поврежденными волосами — шампунь Absolut Repair. Он мягко очищает поврежденные волосы, не пересушивая их в процессе мытья. Шампунь абсолютно не утяжеляет волосы, делает их более эластичными, придает блеск и обладает...",1180,https://www.proficosmetics.ru/catalog/120588/
Шампунь интенсивный восстанавливающий с маслом кокоса / FULL FORCE 750 мл,Мягкий шампунь укрепляет сильно поврежденные и сухие волосы. Шампунь обеспечивает необходимую защиту от негативного воздействия внешней среды и предотвращает вымывание кератина. Масло кокоса увеличивает уровень увлажнения кожи головы и способствует восстановлению поврежденных волос. Шампунь делает...,1325,https://www.proficosmetics.ru/catalog/78955/
Шампунь ультраувлажняющий торфяной для волос / KIKIMORA 250 мл,"Ультраувлажняющий шампунь содержит торф, аир болотный, водоросли и водяную кувшинку, которые увлажняют все слои волоса, выравнивают структуру, ускоряют рост прядей и способствуют восстановлению кожи головы.",670,https://www.proficosmetics.ru/catalog/889409/
Шампунь для седых волос / SILVER 1500 мл,"Основные проблемы седых и обесцвеченных волос — истончение, сухость, ломкость и отсутствие блеска. Шампунь Silver придает блеск седым и обесцвеченным волосам, эффективно нейтрализует нежелательные оттенки. Магний в составе оказывает укрепляющий эффект, а специальные...",2710,https://www.proficosmetics.ru/catalog/349173/
Шампунь бессульфатный / Special Delicate 300 мл,"Формула шампуня создана на основе ультрамягкого комплекса активных веществ растительного происхождения. Витамины А, С, РР, В5 - питают и восстанавливают структуру волос. Гиалуроновая кислота насыщает влагой, придавая им эластичность и блеск. АНА-кислоты мягко воздействуя на кожу головы,...",690,https://www.proficosmetics.ru/catalog/3064601/
Шампунь увлажняющий / Moisture Shampoo 250 мл,"Шампунь деликатно очищает и увлажняет сухие волосы. Идеально подходит для длинных, химически завитых, вьющихся от природы, пористых и обесцвеченных волос. Активные ингредиенты: гидрованс, D-пантенол. Способ применения: нанести на волосы, выдержать 1-2 минуты, тщательно смыть. При необходимости...",380,https://www.proficosmetics.ru/catalog/120827/
"Шампунь питательный с кератином и пантенолом для сухих, ломких и поврежденных волос / KERATIN & PANTHENOL SHAMPOO 250 мл","Питательный шампунь с кератином и пантенолом для сухих, ломких и поврежденных волос. Входящие в состав шампуня активные вещества обладают укрепляющими и восстанавливающими свойствами. В результате волосы становятся более крепкими, уменьшается их ломкость, без потери объема.",535,https://www.proficosmetics.ru/catalog/1504429/
"Шампунь увлажняющий для плотных/жестких, сухих волос / MOISTURE RECOVERY REFRESH 50 мл","Ваши волосы будут буквально впитывать влагу, которой этот роскошный шампунь насыщает каждую сухую, обезвоженную прядь. Шампунь помогает вернуть упругость, эластичность, блеск и гладкость сухим, толстым и жестким волосам. Мягко очищает, не разрушая жизненно важную гидролипидную пленку....",916,https://www.proficosmetics.ru/catalog/2945978/
Шампунь для защиты цвета и блеска волос / BACK BAR COLOR SHAMPOO №01 250 мл,"Шампунь для окрашенных волос №01 - Инжир и Миндальное молоко. Содержит богатую антиоксидантами смесь миндального молока и инжира. Усовершенствованная формула очищает и придаёт волосам насыщенный цвет, делая их шелковистыми и блестящими. Оптимизированная формула с низким pH помогает закрыть кутикулу...",725,https://www.proficosmetics.ru/catalog/3010500/
Шампунь питательный восстанавливающий для поврежденных волос c маслом семян льна / Nourishing and Restoring shampoo 1000 мл,"Шампунь с экстрактом семян льна, протеинов пшеницы и каротина предназначен для ослабленных волос, повреждённых в результате химического воздействия. Деликатно очищает и восстанавливает волосы, придавая здоровый внешний вид и блеск. Подходит для применения как в салоне,...",675,https://www.proficosmetics.ru/catalog/3097336/
"Шампунь S.O.S. для осветленных, обесцвеченных и вьющихся волос / C:Ehko Care Prof 250 мл","Шампунь S.O.S. для осветленных, обесцвеченных и вьющихся волос деликатно очищает волосы, сохраняя яркость цвета. Комплекс активных веществ с алоэ вера обеспечивает волосам идеальное расчесывание и гладкость, а масло черного тмина увлажняет и придает блеск волосам. pH 4,5 – 5,4.",945,https://www.proficosmetics.ru/catalog/3103025/
Шампунь коллагеновый для волос / COLLAGENO 250 мл,"Насыщенный природным морским коллагеном шампунь с легкой текстурой тщательно очищает волосы и кожу головы. Придает волосам шелковистую гладкость и блеск. Превосходно увлажняет, питает и защищает волосы от потери влаги, вызванной негативным влиянием окружающей среды. Восстанавливает кожу головы и...",620,https://www.proficosmetics.ru/catalog/451803/
Шампунь для волос / JOJOBA 240 мл,"Сухим, поврежденным химзавивкой и нарощенным волосам в особенности требуется деликатный уход. Шампунь «Jojoba» без труда справится с этой задачей. Он окружит волосы и кожу головы нежной защитой. Увлажнение кожи и «связывание» влаги внутри волоса обеспечит питательное...",2010,https://www.proficosmetics.ru/catalog/56002/
Шампунь для интенсивного увлажнения / INTENSIVE 250 мл,"Шампунь Intensive Shampoo для интенсивного увлажнения и ухода за сухими и повреждёнными волосами. Глубоко проникает в структуру волоса, питает от корней до самых кончиков, устраняет и предотвращает ломкость, облегчает расчёсывание. Идеально подходит как средство ухода после процедуры кератинового...",880,https://www.proficosmetics.ru/catalog/84850/
Шампунь увлажняющий / Hydro Nourishing Moisture Shampoo 800 мл,"Увлажняющий шампунь Hydro Nourishing Moisture Shampoo с комплексом морских водорослей, маслами чайного дерева и ши для всех типов волос. Деликатно очищает и восстанавливает гидролипидный баланс кожи головы, стимулирует кровообращение, обеспечивает оптимальное увлажнение структуры волос по всей...",4555,https://www.proficosmetics.ru/catalog/3103062/
Шампунь для чувствительной кожи головы / SCALP SENSI BALANCE 300 мл,"Многие сталкивались с признаками чувствительной кожи головы: чувство стянутости, зуд, иногда перхоть. Шампунь Sensi Balance нормализует состояние чувствительной кожи головы, дарит ощущение комфорта, снимает зуд и жжение. Сочетание производных сорбитола и витамина PP(никотиновая...",1110,https://www.proficosmetics.ru/catalog/43800/
Шампунь для сияния осветленных и мелированных волос / BLONDIFIER 300 мл,"Процедура осветления часто оказывает негативное влияние на состояние прядей, они становятся тонкими и ломкими, а цвет быстро вымывается. Чтобы этого избежать, необходимо отдавать предпочтение средствам, разработанным специально для осветленных волос. Шампунь для осветленных...",1003,https://www.proficosmetics.ru/catalog/148732/
Шампунь-уход для окрашенных волос / Caring Line Color Care 1000 мл,"Шампунь-уход для окрашенных волос Caring Line Color Care - шампунь создан на основе аминокислот и гидролизованных белков пшеницы, обеспечивает прекрасный уход окрашенным волосам и полноценное питание корней волос. Входящие в состав шампуня витамин Е и биологически активные компоненты злаков...",765,https://www.proficosmetics.ru/catalog/1929804/
Шампунь хелатирующий для глубокой очистки волос / Mypoint SERVICE 1000 мл,"Шампунь хелатирующий для глубокой очистки волос Mypoint SERVICE предназначен для глубокой очистки волос и кожи головы во время салонных процедур. Содержит специальные хелатирующие агенты, способствующие удалению из волос ионов меди и железа. Эффективно устраняет все виды загрязнений, в том числе...",655,https://www.proficosmetics.ru/catalog/2736781/
Шампунь увлажняющий для сухих и вьющихся волос / Mycare MOISTURE 300 мл,"Шампунь увлажняющий для сухих и вьющихся волос Mycare MOISTURE мягко очищает сухие пористые волосы, возвращая им гладкость и эластичность. Активный комплекс Hydromanil™ в комбинации с АНА-кислотами обеспечивает пролонгированное увлажнение волос и кожи головы. Пшеничный протеин оказывает...",305,https://www.proficosmetics.ru/catalog/2736809/
Шампунь мицеллярный для тонких волос / Volume Magnifying Micellar Shampoo Restart 250 мл,"Шампунь мицеллярный для тонких волос RESTART VOLUME MAGNIFYING MICELLAR SHAMPOO - профессиональная формула. Мицеллярный шампунь двойного действия создает кремовую пену, которая помогает сбалансировать микробиом кожи головы и ухаживает за волосами от корней до кончиков. Обогащен рисовым протеином....",1390,https://www.proficosmetics.ru/catalog/2946216/
Шампунь сухой для волос / Fresh&Up 400 мл,"Освежающий сухой шампунь с мгновенным эффектом чистых волос. Абсорбирует излишки выделения сальных и потовых желёз без использования воды. Подходит для всех типов волос. Экстракт Бамбука и Пантенол обеспечивают защиту волос от обезвоживания, Рисовый крахмал обладает абсорбирующими свойствами. Масло...",870,https://www.proficosmetics.ru/catalog/3066714/
Шампунь тонизирующий с экстрактом пурпурного женьшеня / FULL FORCE 750 мл,"Шампунь обладает мягкой формулой и бережно очищает волосы и кожу головы. Он обладает сильными тонизирующими свойствами, улучшает микроциркуляцию крови и препятствует выпадению волос благодаря сочетанию экстракта пурпурного женьшеня, прокапила и других активных компонентов. Без искусственных...",1325,https://www.proficosmetics.ru/catalog/78976/
Шампунь против эффекта желтизны 250 мл,"Шампунь против эффекта желтизны AMBITION – средство, рекомендованное для применения на блондированных или седых волосах. Уникальная формула состава наделена особыми, барьерными компонентами, удаляющими нежелательные желтые и оранжевые оттенки и препятствующие их дальнейшему появлению на локонах...",1130,https://www.proficosmetics.ru/catalog/148867/
Шампунь ботокс восстанавливающий 350 мл,"ШАМПУНЬ ВОССТАНОВЛЕНИЕ С РАСТИТЕЛЬНЫМИ ПЕПТИДАМИ ДЛЯ ОЧЕНЬ ПОВРЕЖДЕННЫХ И СКЛОННЫХ К ЛОМКЕ ВОЛОС. Деликатно очищает волосы, способствуя восстанавливающему действию изнутри. Благодаря своей формуле возвращает волосу его естественный протеиновый баланс. Активные ингредиенты: растительные пептиды....",1260,https://www.proficosmetics.ru/catalog/88640/
"Шампунь для придания бриллиантового блеска волосам, с маслом арганы и макадамии / Numero 300 мл","Шампунь для бриллиантового блеска и сияния тусклых и безжизненных волос, на основе ценных масел аргании, макадамии и макассар. Нежно очищает и оздоравливает волосы, возвращая им природную красоту и блеск. Аргановое масло питает волосы, предотвращает сухость, придает силу, упругость и блеск. Масло...",1008,https://www.proficosmetics.ru/catalog/76793/
