card_name,card_description,card_price,link_to_card
Шампунь оттеночный для нейтрализации желтизны / ТР СОУ СИЛЬВЕР 300 мл,"Оттеночный шампунь для светлых и седых волос So Silver. Нейтрализует различные подтона желтизны для придания чистоты сияния холодным оттенкам блонд. Оптимален после окрашивания блонд и для блондированных, мелированных и седых волос.  Тип волос: окрашенные.",760,https://www.proficosmetics.ru/catalog/85394/
Шампунь Плотность волос / BioNika 750 мл,"Шампунь Плотность волос BioNika для ослабленных, уставших волос, нуждающихся в дополнительном уходе. Шампунь деликатно очищает волосы и кожу головы. Благодаря аминокислотному комплексу и эластину волосы становятся более плотными, густыми и упругими, а активному омолаживающему комплексу - придает...",1300,https://www.proficosmetics.ru/catalog/85536/
Шампунь с икрой для улучшения окрашенных и химически обработанных волос 350 мл,"ШАМПУНЬ С ИКРОЙ ДЛЯ ОКРАШЕННЫХ И ХИМИЧЕСКИ ОБРАБОТАННЫХ ВОЛОС. Эффективно очищает и питает, оказывая моментальное увлажнение, мягкость и блеск. Защищает, подчеркивает и усиливает блеск цвета, продлевая его стойкость. Активные ингредиенты: икра, витамины а, с, d, е, а также цинк. . Способ...",1380,https://www.proficosmetics.ru/catalog/88682/
Шампунь разглаживающий / Smoothing Shampoo 250 мл,"Разглаживающий шампунь Moroccanoil мгновенно выпрямляет и распутывает волосы, бережно очищая и делая их послушными. При совместном использовании шампуня и кондиционера запатентованный ингредиент AminoRenew™ восстанавливает естественный баланс аминокислот, что способствует...",3190,https://www.proficosmetics.ru/catalog/89854/
Шампунь-блеск молочный для волос / VEDMA 250 мл,"Шампунь содержит молочные протеины, ягоды бузины, красное яблоко и кошачью мяту, которые нежно воздействуют на волосы, словно молочная пенка. Блеск-шампунь ухаживает за кутикулой волос, делая полотно притягательно гладким и блестящим.",670,https://www.proficosmetics.ru/catalog/889415/
Шампунь для сохранения цвета / TOTAL RESULTS KEEP ME VIVID 300 мл,"Шампунь для сохранения цвета Total Results Keep Me Vivid - деликатный шампунь для сохранения ярких и легко вымывающихся пастельных оттенков, нежно очищает окрашенные волосы и способствует сохранению насыщенного и многогранного блеска надолго. Это первый шампунь Total Results не содержащий сульфатов...",760,https://www.proficosmetics.ru/catalog/226328/
Шампунь для придания объема / Volume Boost 1000 мл,"Мягко очищает волосы без утяжеления. Придает волосам объем, делая их более плотными и эластичными. С формулой Volume Boost-Бленд™: Легчайшая формула придает волосам послушность и блеск без утяжеления даже очень тонких волос. Уплотняющие полимеры мягко обволакивают волосы, придавая им естественный...",2410,https://www.proficosmetics.ru/catalog/44794/
Шампунь для сохранения цвета / TOTAL RESULTS KEEP ME VIVID 1000 мл,"Шампунь для сохранения цвета TOTAL RESULTS KEEP ME VIVID - деликатный шампунь для сохранения ярких и легко вымывающихся пастельных оттенков, нежно очищает окрашенные волосы и способствует сохранению насыщенного и многогранного блеска надолго. Это первый шампунь TOTAL RESULTS не содержащий сульфатов...",1705,https://www.proficosmetics.ru/catalog/226330/
Шампунь-детокс на основе чёрного риса / MEGAPOLIS 400 мл,"Шампунь-детокс на основе чёрного риса MEGAPOLIS - специальная формула восстанавливает повреждённые волосы, устраняет токсины и предотвращает их вредное воздействие на волосяные фолликулы. Нормализует гидробаланс кожи головы. Ускоряет рост волос. Устраняет сухость, повышает сопротивляемость вредным...",965,https://www.proficosmetics.ru/catalog/298583/
Шампунь оживляющий для всех типов волос / Balance 250 мл,"Свежесть и чистота. Для волос, сияющих здоровьем. Благодаря активным ингредиентам и легкому охлаждающему эффекту, шампунь улучшает состояние волос и кожи головы, заряжая их энергией и здоровьем. C ментолом. Способ применения: нанести на волосы мягкими массажными движениями, вспенить. Тщательно...",1045,https://www.proficosmetics.ru/catalog/44775/
Шампунь для окрашенных волос / VITAMINO COLOR 1500 мл,"Стойкость и насыщенность цвета после окрашивания во многом зависит от правильно подобранного ухода. Шампунь Vitamino Color мягко очищает окрашенные волосы и предотвращает вымывание и тусклость цвета. Не пересушивает и не утяжеляет пряди, защищая волокно...",2220,https://www.proficosmetics.ru/catalog/811224/
Шампунь для поврежденных волос Экстра увлажнение / BIONIKA 250 мл,"Шампунь для поврежденных волос Экстра увлажнение BIONIKA предназначен для интенсивного увлажнения и восстановления волос любой степени повреждения. Морской виноград глубоко и интенсивно питает волосы, препятствует потере влаги, быстро восстанавливает структуру волос изнутри, укрепляет волосы и...",685,https://www.proficosmetics.ru/catalog/1721824/
Шампунь Питание и блеск / OLLIN BIONIKA 250 мл,"Шампунь Питание и блеск Ollin Professional BioNika Nutrition And Shine Shampoo - превосходный уход за окрашенными, поврежденными химической завивкой и ежедневной укладкой волосами. Нежно и бережно очищает по всей длине, насыщает питательными веществами. Волосы становятся сильными и красивыми,...",685,https://www.proficosmetics.ru/catalog/148262/
Шампунь против выпадения волос с экстрактом женьшеня / Keraplant Nature Anti-Hair Loss Shampoo 1000 мл,"Шампунь против выпадения волос Keraplant Nature Anti-Hair Loss Shampoo с содержанием трихокомплекса и экстракта женьшеня. Активизирует и тонизирует кожу головы. Способствует стимуляции роста волос, помогает предотвратить и остановить процесс выпадения, нормализуя процессы роста волос....",3575,https://www.proficosmetics.ru/catalog/148277/
Шампунь для нейтрализации желтизны у блондинок 8-10 уровней тона / ТР СОУ СИЛЬВЕР 1000 мл,"Оттеночный шампунь для светлых и седых волос So Silver. Нейтрализует различные подтона желтизны для придания чистоты сияния холодным оттенкам блонд. Оптимален после окрашивания блонд и для блондированных, мелированных и седых волос.  Тип волос: окрашенные.",1705,https://www.proficosmetics.ru/catalog/2362682/
Шампунь для нейтрализации красных оттенков у брюнеток / Total Results DARK ENVY 300 мл,"Оттеночный шампунь Dark Envy с зеленым пигментом для темных окрашенных и натуральных волос. Эффективно нейтрализует красноватые оттенки на волосах с 1 по 4 уровни тона и придает им холодный оттенок. Эффект: выравнивание цвета. Тип волос: для окрашенных волос, для ослабленных волос, для сухих волос.",760,https://www.proficosmetics.ru/catalog/2365212/
Шампунь мицеллярный для нормальных и сухих волос / Hydration Moisture Micellar Shampoo Restart 250 мл,"Шампунь мицеллярный для нормальных и сухих волос RESTART HYDRATION MOISTURE MICELLAR SHAMPOO - профессиональная формула. Мицеллярный шампунь двойного действия создает кремовую пену, балансирующую микробиом кожи головы, мгновенно смягчает и придает блеск. Содержит бетаин и провитамин В5. Фиксирует...",1390,https://www.proficosmetics.ru/catalog/2946100/
Шампунь для всех типов волос / 18 Every You Gentle Shampoo 250 мл,"Шампунь для всех типов волос 18 Every You Gentle Shampoo мягко очищает, восстанавливает, смягчает и насыщает волосы блеском. Идеально подходит для любого типа волос, является смягчающим и себорегулирующим средством, восстанавливает и подсвечивает волосы. Аромат. Японская традиция использования...",1050,https://www.proficosmetics.ru/catalog/3095530/
Шампунь уплотняющий для истонченных и ослабленных волос / Dercos Densi-Solutions 250 мл,"Шампунь Densi-Solutions разработан для истонченных и редеющих волос. Шампунь укрепляет и уплотняет волокно волоса, увеличивает массу волос, возвращая волосам объем и здоровый вид. Рамноза - растительный сахарид, способствует улучшению качества кожи головы и волосяных фолликулов для роста более...",1575,https://www.proficosmetics.ru/catalog/3079949/
Шампунь питательный от перхоти для сухой кожи головы / Dercos 200 мл,"В Лаборатории VICHY DERCOS выявили, что причина появления перхоти не только рост бактерии Malassezia, но и дисбаланс всего микробиома кожи головы (совокупность микроорганизмов, в норме присутствующих на коже).  Этот дисбаланс усиливается под воздействием таких факторов, как агрессивная внешняя...",1200,https://www.proficosmetics.ru/catalog/3080222/
Шампунь балансирующий / Balance 250 мл,"Балансирующий шампунь для жирных волос BALANCE SHAMPOO. Идеально подходит для борьбы с чрезмерной жирностью волос и кожи головы. Инновационная смесь трав нейтрализует жирность волос и кожи головы, очищая их. Нормализует баланс. Сужает каналы сальных желез и уменьшает их выделение. Простое и легкое...",1050,https://www.proficosmetics.ru/catalog/3090726/
Крем-шампунь для объема / Rain Dance 250 мл,"Крем-шампунь для объема волос VOLUME SHAMPOO. Придает тонким волосам плотность и объем. Восстанавливает блеск волос, делает их мягкими и шелковистыми, а так же глубоко питает волосы. Активные ингредиенты, такие как эфирные масла и протеины шелка – питают волосы, защищают и сохраняют цвет, придавая...",1260,https://www.proficosmetics.ru/catalog/3090741/
Шампунь энергозаряжающий с экстрактом листьев лесного ореха / JOC CURE 250 мл,"Формула обогащена природной лечебной силой деревьев, эти активные ингредиенты, стимулируют микроциркуляцию кожи головы, предотвращая выпадения волос. Энергетический комплекс, эффективно ухаживает за хрупкими истощенными волосами, уплотняя и укрепляя их. Нежно очищает и восстанавливает кожу и её...",1670,https://www.proficosmetics.ru/catalog/3095468/
Крем-шампунь для шелковистости волос Шоколадный коктейль / Cocktail Bar 400 мл,"Крем-шампунь с дисциплинирующими свойствами для придания шелковистости. Бережно очищает волосы и кожу головы, способствует восстановлению естественного баланса увлажнения. Содержащийся в составе экстракт какао бобов питает волосы, придает мягкость и объем.",375,https://www.proficosmetics.ru/catalog/3095480/
Крем-шампунь для восстановления волос Яичный коктейль / Cocktail Bar 400 мл,"Крем-шампунь для всех типов волос с восстанавливающими свойствами. Мягко и эффективно очищает волосы и кожу головы. Активные компоненты экстракта протеинов яичного желтка проникают в структуру волос и оказывают регенерирующее воздействие. Питает волосы, придает блеск и эластичность, прекрасно...",375,https://www.proficosmetics.ru/catalog/3095481/
Шампунь без сульфатов для защиты цвета окрашенных волос / COLOR PROTECT SHAMPOO 1000 мл,"Обогащенный экстрактом лебеды, подсолнечника и янтаря, обладающий увлажняющими и антиоксидантными свойствами, этот шампунь деликатно очищает волосы, придавая им мягкость, яркость и блеск. В результате волосы по всей длине увлажняются, становятся мяг- кими, блестящими, здоровыми, а их цвет...",3155,https://www.proficosmetics.ru/catalog/3046476/
Шампунь сухой / Total Results Amplify 176 мл,"Мелкодисперсный сухой шампунь High Amplify обеспечивает контроль жирности и длительный объем. Поглощает излишки жира, освежает волосы и продлевает объем. Подходит для окрашенных волос.",1345,https://www.proficosmetics.ru/catalog/3059851/
Шампунь для защиты цвета волос / Shampoo Be Color 1000 мл,"Шампунь для защиты цвета волос Shampoo Be Color продлевает интенсивность и блеск благодаря своей питательной pH-сбалансированной формуле. Обогащенный ежевичным уксусом, он раз за разом смягчает и увлажняет структуру волос, осуществляя интенсивное антиоксидантное воздействие, борясь со...",1050,https://www.proficosmetics.ru/catalog/3063422/
Шампунь для увлажнения и реконструкции волос / Collagen Pro 250 мл,"Шампунь бережно очищает волосы, возвращая им эластичность. Комплекс коллагена и эластина повышает уровень водного баланса, делает волосы более послушными, облегчая расчесывание. Гиалуронат натрия восстанавливает пряди после окрашиваний и химической завивки, способствует увеличению выработки...",590,https://www.proficosmetics.ru/catalog/3064534/
Средство очищающее для волос и тела / HAIR AND BODY CLEANCER 100 мл,"Очищающее средство INSIGHT Man Hair And Body Cleanser разработано специально для мужчин, с учетом особенностей мужских волос и кожи. Мягко и в то же время эффективно очищает, обеспечивает защиту и уход. Поддерживает гидро-липидный слой. Очищающее средство для волос и тела INSIGHT (Инсайт) имеет...",515,https://www.proficosmetics.ru/catalog/3116200/
Шампунь для поддержания холодных оттенков / BLONDE 400 мл,"Специальная формула шампуня разработана с целью поддержания холодных оттенков на ранее осветленных волосах, за счет нейтрализации желто-оранжевые пигментов. Органические компоненты продукта максимально ухаживают за волосами, при этом дарят блеск и эластичность. В составе органические экстракты...",1550,https://www.proficosmetics.ru/catalog/3116261/
Шампунь для реконструкции и глубокого восстановления волос / Keratin Pro 1000 мл,"Шампунь увлажняет и питает структуру волос изнутри, сохраняя баланс влаги, возвращая волосам силу, мягкость и эластичность. Комплекс KERAVIS™ замедляет разрыв молекулярных связей в волосах, восстанавливая внутреннюю структуру. Антиоксиданты, входящие в состав аминокислот, снижают вероятность...",1300,https://www.proficosmetics.ru/catalog/3064564/
Шампунь для завитых волос масло розы 400 мл,"Эффективное сочетание масла болгарской розы, эфирного масла бергамота и экстракта листьев гинкго мягко очищает и увлажняет волосы, подвергнутые химической обработке, придавая им эластичность и возвращая их жизненные силы. Увлажняющие компоненты глубоко проникают в структуру волос и образуют...",1555,https://www.proficosmetics.ru/catalog/3119216/
Шампунь-филлер / ONCARE REFILL 1000 мл,"Шампунь для придания объема и плотности. Идеально подходит для тонких или истонченных волос, которые нуждаются в уплотнении. Укрепляет волосы, придает им эластичность и плотность, создает эффект здоровых, густых и легких волос, хорошо поддающихся расчесыванию, без...",2860,https://www.proficosmetics.ru/catalog/3109330/
Шампунь питательный с маслом ши холодного отжима / RATED GREEN 400 мл,"Питательный шампунь деликатно очищает волосы, склонные к сухости, устраняет повреждения, разглаживает поверхность волоса, препятствует сечению кончиков, увлажняет и питает кожу головы, устраняя стянутость и сухость.",3740,https://www.proficosmetics.ru/catalog/3110852/
Шампунь успокаивающий с маслом таману холодного отжима / RATED GREEN 400 мл,"Успокаивающий шампунь для чувствительной кожи головы эффективно и бережно очищает, снимает раздражение кожи головы, глубоко питает и способствует ускорению процессов регенерации тканей снижает чувствительность.",3740,https://www.proficosmetics.ru/catalog/3110853/
Шампунь для восстановления волос / Total Results Instacure 300 мл,"Шампунь Instacure против ломкости, обогащенный жидким протеином, помогает восстановить силу, уменьшить ломкость сухих и поврежденных волос. Система из шампуня, кондиционера, спрея против ломкости и пористости заполняет пористость, создавая ровную и гладкую поверхность волоса. Аромат гаммы...",760,https://www.proficosmetics.ru/catalog/3102203/
Шампунь для сохранения цвета / Care Basics Farbstabil Shampoo 1000 мл,"Шампунь для сохранения цвета Care Basics Farbstabil с протеинами пшеницы и УФ-фильтром для мягкого очищения окрашенных и поврежденных волос. Препятствует вымыванию пигментов, питает и увлажняет волосы.",1741,https://www.proficosmetics.ru/catalog/3102996/
Шампунь-глосс для сияния и защиты цвета окрашенных волос 300 мл,"Шампунь Color Guard Shampoo мягко очищает и защищает цвет окрашенных волос. Специальные экранирующие ингредиенты препятствуют выгоранию и выцветанию пигмента под воздействием УФ-лучей и других внешних воздействий, а витамины борются со свободными радикалами. Средство...",1396,https://www.proficosmetics.ru/catalog/3103442/
Шампунь для волос с аргановым маслом / Damaged Protector Acid Shampoo 150 мл,"Бесщелочной шампунь с аргановым маслом и уровнем pH 4,5 разработан для того, чтобы сбалансировать содержание кислоты и щелочи в волосах, подвергающихся воздействию химических препаратов. Шампунь восстанавливает кутикулу поврежденных волос, отлично очищает волосы...",221,https://www.proficosmetics.ru/catalog/3097791/
Шампунь для волос увлажняющий / Moisture Balancing shampoo 100 мл,"Увлажняющий шампунь предназначен для чувствительной кожи головы, сухих и поврежденных волос, великолепно очищает, успокаивает и защищает кожу головы, снимает воспаления, придает волосам объем, блеск и шелковистость. Шампунь эффективно удаляет силиконы, накапливающиеся на волосах...",221,https://www.proficosmetics.ru/catalog/3097793/
Шампунь против желтизны волос / Anti-yellow shampoo 300 мл,"Ухаживающий оттеночный шампунь эффективно устраняет желтизну натуральных светлых, обесцвеченных и седых волос. Уникальный комплекс Multi-Spectrum и экстрасиний пигмент из ягодных экстрактов эффективно сохраняют яркость цвета, предупреждают появление нежелательной желтизны,...",990,https://www.proficosmetics.ru/catalog/3097795/
Шампунь против перхоти / БИОЛАЖ СКАЛПСИНК 250 мл,"При продолжительном применении Шампунь СКАЛЬПСИНК против перхоти устраняет перхоть, предотвращает появление шелушения и успокаивает раздраженную кожу головы. Активные ингредиенты: пиритион цинка, экстракт перечной мяты, ментол. Способ применения: нанести на волосы, распределить легкими массирующими...",901,https://www.proficosmetics.ru/catalog/76351/
Шампунь с комплексом масел для волос / Q3 COMFORT 250 мл,"Мягко очищает, укрепляет и насыщает структуру волос ценными маслами арганы и макадамии. Наполняет пространство изысканным ароматом Q3, превращая процедуру в истинное наслаждение. Поддерживает яркость цвета и сохраняет защитный экран на поверхности волос. В результате насыщенный яркий цвет и...",695,https://www.proficosmetics.ru/catalog/78776/
Шампунь для тонких волос / БИОЛАЖ ФУЛЛДЭНСИТИ 250 мл,"Шампунь для уплотнения тонких волос Matrix Biolage Fulldensity. Увеличение диаметра тонких волос, на 9% больше плотности.  Активные ингредиенты: биотин, молекула цинка РСА и системой GlUCO-OMEGA. Способ применения:  нанести на влажные волосы, массирующими движениями распределить по длине,...",901,https://www.proficosmetics.ru/catalog/86374/
Шампунь для волос укрепляющий с хной / Pure Henna Shampoo 200 мл,"Освежающий шампунь эффективно очищает волосы и кожу головы, регулирует работу сальных желез, устраняет перхоть, останавливает выпадение волос и способствует их укреплению. Имеет слабую кислотность, поэтому подходит даже для самой чувствительной кожи. Имеет охлаждающий эффект....",497,https://www.proficosmetics.ru/catalog/129795/
Шампунь для поврежденных волос / DAMAGED HAIR 100 мл,"Шампунь для поврежденных волос DAMAGED HAIR для интенсивного восстановления. Сильное химическое воздействие, окрашивание, сезонные изменения и перепады температур — всё это факторы, которые повреждают волосы и делают их ломкими, сухими, тусклыми и безжизненными....",515,https://www.proficosmetics.ru/catalog/141538/
Шампунь-уход для восстановления волос / OTIUM Miracle 250 мл,"Нежный шампунь с комплексом Mirаcle Revivаl и пантенолом деликатно ухаживает за ослабленными и повреждёнными волосами, наполняет их жизненной силой и энергией. Формула с питательными компонентами активно восстанавливает структуру волос изнутри, придаёт им здоровый и ухоженный вид. Идеален в...",670,https://www.proficosmetics.ru/catalog/47863/
Шампунь нормализующий / БИОЛАЖ КЛИНРИСЭТ 250 мл,"Нормализующий шампунь разработан для эффективного ухода за жирными волосами. Входящий в состав нормализующего шампуня Матрикс экстракт листьев гинкго билоба восстанавливает естественный баланс кожи головы, оказывает противовоспалительное действие, укрепляет стенки капилляров, способствует улучшению...",901,https://www.proficosmetics.ru/catalog/45314/
Шампунь для окрашенных волос / БИОЛАЖ КОЛОРЛАСТ 250 мл,"Со временем окрашенные волосы могут потускнеть и потерять свой глянцевый блеск. Вдохновленный способностью орхидеи сохранять яркость цвета, шампунь Биолаж КолорЛаст защищает глубину цвета и придает блеск для поддержания красоты окрашенных волос*. Благодаря низкому уровню pH шампунь продлевает...",901,https://www.proficosmetics.ru/catalog/71352/
Шампунь для чувствительной кожи головы / SENSITIVE 100 мл,"Шампунь для чувствительной кожи головы SENSITIVE — мягкий шампунь для кожи склонной к раздражению, подходит для всей семьи, включая детей. Он сохранят гидро-липидный баланс на коже, не вызывает раздражения. Содержит органический экстракт тыквы, который успокаивает, придает...",620,https://www.proficosmetics.ru/catalog/141560/
Шампунь восстанавливающий с аргановым маслом для волос / BIO FLOWER 1000 мл,"Шампунь мягко очищает, дарит ощущение здоровых и шелковистых волос благодаря входящим в состав маслам арганы и льна, экстрактам камелии и липы. Регулярное использование шампуня вернёт вашим волосам энергию и жизненную силу. Содержание цветочных экстрактов делает его подходящим для ежедневного...",565,https://www.proficosmetics.ru/catalog/160816/
Шампунь для окрашенных волос / 02 Color Glow Shampoo 1000 мл,"Шампунь для окрашенных волос 02 Color Glow Shampoo мягко очищает, восстанавливает, ухаживает за волосами, сохраняет цвет и улучшает структуру волос. Идеально для максимальной стойкости цвета и постепенного улучшения качества волос. Аромат. Сладкие и сочные ноты в сердце аромата, виноград, клубника...",2700,https://www.proficosmetics.ru/catalog/3095515/
Шампунь для волос Тройное увлажнение / Triple Moisture Replenishing Shampoo 250 мл,"Интенсивно увлажняющий бессульфатный шампунь для сильно повреждённых, сухих, окрашенных, чувствительных и натуральных пористых пористых волос. Деликатно очищает волосы и кожу головы, заряжает ваши волосы энергией благодаря витаминному комплексу, возвращает мягкость, эластичность и блеск тусклым...",2336,https://www.proficosmetics.ru/catalog/3125865/
"Шампунь растительный для придания объёма, ананас и медовая дыня / Herbal Volumizing Shampoo 250 мл",Бессульфатный растительный шампунь для создания объема на тонких волосах любого типа и степени повреждения. Сохраняет и поддерживает яркость цвета окрашенных волос. Уплотняет волосы по длине и укрепляет волосяные луковицы. Лёгкая формула увлажняет волосы без утяжеления. Без парабенов и глютенов....,2336,https://www.proficosmetics.ru/catalog/3125867/
Шампунь растительный оригинальный для поврежденных и окрашенных волос / Original Herbal Shampoo 250 мл,"Растительный бессульфатный шампунь для повреждённых и окрашенных волос. Деликатно очищает волосы и кожу головы, увлажняет, питает и возвращает силу поврежденным пористым волосам. Возвращает мягкость и блеск тусклым волосам. Сохраняет цвет окрашенных волос. Защищает волосы при использовании фена и...",2336,https://www.proficosmetics.ru/catalog/3125869/
Шампунь для седых волос / SILVER 500 мл,"Шампунь придает блеск и мягкость седым и обесцвеченным волосам, эффективно нейтрализует нежелательные оттенки. Также рекомендован для использования мужчинами, желающими сохранить седину, но придать ей благородный полуматовый блеск. Магний и пигменты – для нейтрализации желтизны. Масло бабассу –...",1525,https://www.proficosmetics.ru/catalog/3126042/
Шампунь-фитореконструкция с экстрактом стволовых клеток яблок / Shampoo Advanced Celular Repair 300 мл,"Шампунь для глубокого, но в тоже время деликатного очищения кожи головы и волос. Обладает антистатическим действием, препятствует спутыванию. Оливковое масло восстанавливает структуру волос, делает их более густыми и плотными, возвращает волосам силу и блеск. Подходит для ежедневного использования....",2790,https://www.proficosmetics.ru/catalog/3109521/
"Шампунь для всех типов волос с экстрактом грибов вешенки, шиитаке и чаги 400 мл","Шампунь с мягкой нежной текстурой, благодаря Амфотензиду – амфотерный ПАВ, органично и бережно, но при этом эффективно очищает волосы и кожу головы, помогая восстановить их здоровье и силу, питает, подготавливая оптимальную основу для дальнейшего ухода средствами Phenomenon. Активные энзимы грибов...",1800,https://www.proficosmetics.ru/catalog/3119675/
"Шампунь-гель тонизирующий 2 в 1, для мужчин / Homme 1000 мл","Тонизирующий шампунь-гель два в одном можно использовать как шампунь или как гель для душа. Исключительно мягкая формула бережно очищает кожу и волосы, оставляя ощущение свежести. Расслабьтесь и снимите напряжение. Дополнительная свежесть и идеальный аромат от стресса и физической усталости....",2355,https://www.proficosmetics.ru/catalog/152318/
Шампунь увлажняющий / Hydro Nourishing Moisture Shampoo 250 мл,"Увлажняющий шампунь Hydro Nourishing Moisture Shampoo с комплексом морских водорослей, маслами чайного дерева и ши для всех типов волос. Деликатно очищает и восстанавливает гидролипидный баланс кожи головы, стимулирует кровообращение, обеспечивает оптимальное увлажнение структуры волос по всей...",2405,https://www.proficosmetics.ru/catalog/3103063/
Шампунь для интенсивного блеска волос / OIL REFLECTIONS 1000 мл,"Новая премиальная линия ухода для сияния ваших волос Oil Reflections Essence of Shine от Wella Professionals. Применение продуктов гаммы обеспечит экстраординарную гладкость и сияние волос, за счет масла камелии и экстракта белого чая в составе. Ощутите всю роскошь драгоценных масел.",2895,https://www.proficosmetics.ru/catalog/112955/
Шампунь закрепляющий / Expert's Delight PERMESSE 1000 мл,"Закрепляющий шампунь Expert’s Delight запечатывает кутикулу, фиксирует красящие пигменты в структуре волос и восстанавливает естественный уровень pH. Мягкое очищение, безопасное для косметического цвета. Микропротеины оказывают многоуровневое действие, увлажняя, укрепляя, защищая волосы и придавая...",3075,https://www.proficosmetics.ru/catalog/813968/
Шампунь для решения проблем жирной кожи головы / MORPHOSIS BALANCE SHAMPOO 250 мл,"Шампунь регулирует секрецию сальных желез, очищает кожу головы и уменьшает образование избытка кожного сала, оказывает вяжущее и освежающее действие. Возвращает равновесие гидролипидного барьера, успокаивает зуд и покраснение. Имея физиологический pH, шампунь идеален для всех типов волос, делая их...",2060,https://www.proficosmetics.ru/catalog/81959/
Шампунь увлажняющий с пчелиным маточным молочком для окрашенных волос / ROYAL JELLY SHAMPOO 5000 мл,"Шампунь Nirvel Royal Jelly Shampoo для окрашенных, сухих и поврежденных волос содержит пчелиное маточное молочко. Этот активный компонент увеличивает выработку мелатонина, предупреждает появление ранней седины, стимулирует выработку кератина, строительного материала волос, благодаря которому волосы...",3285,https://www.proficosmetics.ru/catalog/1504425/
Шампунь с хитозаном и пантенолом для объема тонких и безжизненных волос / SHAMPOO VOLUME & TEXTURE CHITOSAN & PANTHENOL 1000 мл,"Шампунь с хитозаном и пантенолом обеспечивает непревзойденный объем для тонких и безжизненных волос, придает текстуру и подвижность формы. Благодаря восстанавливающим свойствам уникального компонента - хитозана, происходит глубокое интенсивное увлажнение волос на структурном уровне....",875,https://www.proficosmetics.ru/catalog/1504436/
Шампунь с экстрактом масла арганы и дерева моринга / ARGAN OIL 739 мл,"Шампунь сочетает в себе уникальное соединение экзотических масел, которые мягко очищают и омолаживают сухие, поврежденные волосы, восстанавливая влагу, необходимые витамины, антиоксиданты, делая волосы здоровыми и блестящими.",3111,https://www.proficosmetics.ru/catalog/128746/
